ID,Delay
2998,0
2999,0
3000,1
3001,1
3002,1
3003,0
3004,0
3005,1
3006,1
3007,0
3008,1
3009,0
3010,0
3011,0
3012,0
3013,1
3014,1
3015,0
3016,0
3017,1
3018,1
3019,0
3020,0
3021,1
3022,1
3023,0
3024,0
3025,1
3026,0
3027,0
3028,0
3029,1
3030,1
3031,1
3032,1
3033,1
3034,0
3035,0
3036,1
3037,0
3038,1
3039,1
3040,1
3041,0
3042,0
3043,1
3044,1
3045,1
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,0
3054,0
3055,1
3056,1
3057,1
3058,1
3059,1
3060,1
3061,0
3062,0
3063,0
3064,1
3065,1
3066,1
3067,0
3068,1
3069,1
3070,0
3071,1
3072,1
3073,1
3074,1
3075,0
3076,1
3077,0
3078,0
3079,1
3080,1
3081,1
3082,1
3083,1
3084,1
3085,0
3086,0
3087,1
3088,1
3089,0
3090,1
3091,1
3092,1
3093,0
3094,1
3095,1
3096,1
3097,1
3098,1
3099,1
3100,1
3101,1
3102,1
3103,1
3104,1
3105,0
3106,0
3107,1
3108,1
3109,1
3110,1
3111,0
3112,0
3113,0
3114,0
3115,1
3116,1
3117,1
3118,1
3119,1
3120,0
3121,1
3122,0
3123,0
3124,0
3125,1
3126,0
3127,0
3128,1
3129,0
3130,1
3131,0
3132,1
3133,1
3134,1
3135,1
3136,0
3137,1
3138,0
3139,0
3140,0
3141,0
3142,1
3143,1
3144,1
3145,0
3146,0
3147,1
3148,0
3149,1
3150,0
3151,1
3152,1
3153,1
3154,1
3155,0
3156,1
3157,1
3158,0
3159,1
3160,0
3161,0
3162,1
3163,1
3164,1
3165,1
3166,1
3167,1
3168,1
3169,1
3170,1
3171,1
3172,1
3173,0
3174,1
3175,1
3176,1
3177,1
3178,1
3179,0
3180,0
3181,1
3182,1
3183,1
3184,1
3185,0
3186,1
3187,1
3188,1
3189,1
3190,1
3191,1
3192,1
3193,0
3194,1
3195,1
3196,0
3197,1
3198,1
3199,1
3200,1
3201,1
3202,1
3203,1
3204,1
3205,1
3206,1
3207,0
3208,1
3209,0
3210,1
3211,0
3212,1
3213,1
3214,1
3215,0
3216,0
3217,1
3218,1
3219,0
3220,1
3221,0
3222,0
3223,1
3224,1
3225,1
3226,0
3227,1
3228,1
3229,0
3230,0
3231,1
3232,1
3233,1
3234,1
3235,0
3236,1
3237,1
3238,1
3239,0
3240,1
3241,1
3242,1
3243,1
3244,0
3245,1
3246,1
3247,1
3248,1
3249,1
3250,1
3251,1
3252,1
3253,1
3254,0
3255,1
3256,1
3257,0
3258,0
3259,0
3260,1
3261,1
3262,0
3263,0
3264,1
3265,1
3266,1
3267,0
3268,0
3269,1
3270,1
3271,0
3272,1
3273,1
3274,0
3275,1
3276,0
3277,1
3278,1
3279,1
3280,1
3281,1
3282,1
3283,1
3284,1
3285,1
3286,1
3287,0
3288,1
3289,1
3290,0
3291,1
3292,1
3293,0
3294,0
3295,0
3296,0
3297,1
3298,0
3299,0
3300,1
3301,1
3302,0
3303,1
3304,0
3305,1
3306,1
3307,1
3308,1
3309,0
3310,1
3311,1
3312,1
3313,0
3314,1
3315,1
3316,0
3317,0
3318,1
3319,1
3320,1
3321,1
3322,1
3323,1
3324,1
3325,0
3326,1
3327,1
3328,1
3329,1
3330,1
3331,1
3332,1
3333,1
3334,1
3335,1
3336,0
3337,1
3338,1
3339,1
3340,1
3341,1
3342,1
3343,0
3344,1
3345,1
3346,0
3347,1
3348,0
3349,1
3350,0
3351,0
3352,1
3353,0
3354,1
3355,0
3356,0
3357,0
3358,1
3359,1
3360,1
3361,1
3362,1
3363,0
3364,1
3365,0
3366,1
3367,1
3368,1
3369,1
3370,1
3371,0
3372,1
3373,0
3374,1
3375,0
3376,1
3377,0
3378,0
3379,0
3380,1
3381,0
3382,1
3383,0
3384,1
3385,0
3386,1
3387,1
3388,1
3389,1
3390,1
3391,1
3392,0
3393,0
3394,0
3395,1
3396,0
3397,1
3398,1
3399,1
3400,1
3401,1
3402,0
3403,1
3404,0
3405,1
3406,0
3407,0
3408,0
3409,0
3410,0
3411,1
3412,0
3413,1
3414,1
3415,1
3416,1
3417,1
3418,0
3419,0
3420,0
3421,1
3422,1
3423,0
3424,0
3425,1
3426,0
3427,0
3428,0
3429,1
3430,1
3431,0
3432,1
3433,1
3434,1
3435,0
3436,0
3437,1
3438,0
3439,1
3440,0
3441,0
3442,1
3443,1
3444,1
3445,1
3446,0
3447,0
3448,1
3449,1
3450,1
3451,1
3452,1
3453,0
3454,1
3455,1
3456,0
3457,1
3458,1
3459,0
3460,0
3461,1
3462,1
3463,1
3464,0
3465,0
3466,0
3467,1
3468,0
3469,1
3470,1
3471,1
3472,1
3473,1
3474,0
3475,1
3476,1
3477,1
3478,1
3479,0
3480,0
3481,0
3482,1
3483,1
3484,1
3485,0
3486,0
3487,1
3488,1
3489,1
3490,0
3491,1
3492,1
3493,1
3494,1
3495,1
3496,0
3497,1
3498,1
3499,1
3500,1
3501,1
3502,1
3503,1
3504,0
3505,1
3506,1
3507,0
3508,1
3509,1
3510,1
3511,1
3512,0
3513,0
3514,1
3515,0
3516,0
3517,1
3518,1
3519,0
3520,0
3521,0
3522,0
3523,1
3524,0
3525,1
3526,1
3527,1
3528,1
3529,0
3530,0
3531,0
3532,0
3533,0
3534,1
3535,0
3536,1
3537,1
3538,1
3539,1
3540,0
3541,1
3542,1
3543,1
3544,0
3545,0
3546,1
3547,1
3548,1
3549,1
3550,0
3551,1
3552,0
3553,1
3554,1
3555,1
3556,0
3557,0
3558,1
3559,1
3560,1
3561,1
3562,1
3563,1
3564,1
3565,1
3566,1
3567,1
3568,1
3569,1
3570,0
3571,1
3572,1
3573,1
3574,1
3575,0
3576,0
3577,1
3578,0
3579,1
3580,1
3581,1
3582,0
3583,0
3584,1
3585,1
3586,0
3587,1
3588,1
3589,0
3590,1
3591,0
3592,0
3593,1
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3600,0
3601,1
3602,0
3603,1
3604,1
3605,1
3606,1
3607,1
3608,0
3609,1
3610,1
3611,1
3612,1
3613,0
3614,1
3615,1
3616,1
3617,1
3618,1
3619,1
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,1
3631,1
3632,1
3633,0
3634,1
3635,1
3636,1
3637,1
3638,1
3639,1
3640,1
3641,1
3642,1
3643,1
3644,0
3645,1
3646,1
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,1
3654,1
3655,1
3656,1
3657,1
3658,1
3659,1
3660,1
3661,1
3662,1
3663,1
3664,1
3665,1
3666,1
3667,0
3668,1
3669,1
3670,1
3671,1
3672,0
3673,1
3674,1
3675,1
3676,1
3677,1
3678,1
3679,1
3680,1
3681,1
3682,1
3683,1
3684,1
3685,0
3686,1
3687,0
3688,1
3689,1
3690,0
3691,0
3692,1
3693,1
3694,0
3695,1
3696,1
3697,1
3698,1
3699,1
3700,1
3701,1
3702,1
3703,1
3704,0
3705,1
3706,1
3707,1
3708,1
3709,0
3710,1
3711,1
3712,1
3713,1
3714,1
3715,1
3716,1
3717,1
3718,1
3719,0
3720,0
3721,1
3722,1
3723,1
3724,1
3725,0
3726,1
3727,1
3728,1
3729,1
3730,1
3731,1
3732,1
3733,1
3734,0
3735,0
3736,0
3737,1
3738,1
3739,1
3740,1
3741,1
3742,1
3743,1
3744,1
3745,1
3746,1
3747,1
3748,1
3749,1
3750,0
3751,1
3752,1
3753,1
3754,1
3755,1
3756,1
3757,1
3758,1
3759,0
3760,1
3761,0
3762,1
3763,0
3764,1
3765,1
3766,1
3767,0
3768,1
3769,1
3770,1
3771,1
3772,1
3773,1
3774,1
3775,0
3776,1
3777,1
3778,1
3779,1
3780,1
3781,0
3782,1
3783,1
3784,1
3785,1
3786,0
3787,1
3788,1
3789,1
3790,1
3791,1
3792,0
3793,1
3794,1
3795,1
3796,1
3797,1
3798,1
3799,1
3800,1
3801,1
3802,1
3803,1
3804,1
3805,1
3806,0
3807,0
3808,1
3809,1
3810,0
3811,0
3812,1
3813,1
3814,1
3815,1
3816,1
3817,1
3818,0
3819,1
3820,1
3821,1
3822,1
3823,1
3824,1
3825,0
3826,1
3827,0
3828,1
3829,1
3830,1
3831,1
3832,1
3833,1
3834,1
3835,1
3836,1
3837,1
3838,1
3839,0
3840,1
3841,1
3842,1
3843,1
3844,0
3845,1
3846,1
3847,1
3848,1
3849,1
3850,0
3851,1
3852,1
3853,1
3854,0
3855,1
3856,1
3857,1
3858,1
3859,1
3860,0
3861,1
3862,1
3863,1
3864,1
3865,1
3866,1
3867,1
3868,1
3869,1
3870,1
3871,1
3872,1
3873,1
3874,0
3875,1
3876,1
3877,1
3878,0
3879,1
3880,0
3881,1
3882,1
3883,0
3884,1
3885,1
3886,1
3887,1
3888,1
3889,1
3890,1
3891,1
3892,1
3893,1
3894,1
3895,1
3896,1
3897,1
3898,1
3899,1
3900,1
3901,1
3902,1
3903,1
3904,1
3905,1
3906,1
3907,1
3908,1
3909,1
3910,1
3911,1
3912,1
3913,1
3914,1
3915,0
3916,1
3917,1
3918,0
3919,1
3920,1
3921,1
3922,1
3923,1
3924,1
3925,0
3926,1
3927,1
3928,1
3929,0
3930,1
3931,1
3932,0
3933,1
3934,1
3935,1
3936,1
3937,1
3938,1
3939,1
3940,1
3941,0
3942,1
3943,1
3944,1
3945,1
3946,1
3947,1
3948,0
3949,1
3950,0
3951,1
3952,0
3953,1
3954,1
3955,1
3956,1
3957,1
3958,0
3959,1
3960,1
3961,1
3962,1
3963,1
3964,1
3965,1
3966,1
3967,1
3968,1
3969,1
3970,1
3971,0
3972,0
3973,1
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,1
3983,1
3984,1
3985,0
3986,1
3987,1
3988,0
3989,1
3990,1
3991,1
3992,1
3993,1
3994,1
3995,1
3996,1
3997,1
3998,1
3999,1
4000,1
4001,1
4002,1
4003,1
4004,1
4005,1
4006,1
4007,1
4008,1
4009,1
4010,1
4011,1
4012,1
4013,1
4014,1
4015,1
4016,1
4017,0
4018,1
4019,1
4020,1
4021,1
4022,0
4023,1
4024,1
4025,1
4026,0
4027,1
4028,1
4029,1
4030,1
4031,0
4032,1
4033,1
4034,1
4035,1
4036,0
4037,1
4038,1
4039,1
4040,1
4041,1
4042,1
4043,1
4044,0
4045,1
4046,0
4047,1
4048,0
4049,1
4050,0
4051,1
4052,1
4053,1
4054,1
4055,1
4056,1
4057,1
4058,1
4059,1
4060,1
4061,1
4062,0
4063,1
4064,1
4065,1
4066,1
4067,1
4068,1
4069,1
4070,1
4071,0
4072,1
4073,1
4074,0
4075,0
4076,0
4077,1
4078,1
4079,0
4080,1
4081,1
4082,0
4083,1
4084,0
4085,1
4086,1
4087,1
4088,1
4089,1
4090,0
4091,1
4092,1
4093,0
4094,1
4095,0
4096,1
4097,1
4098,0
4099,1
4100,1
4101,1
4102,0
4103,1
4104,1
4105,0
4106,1
4107,0
4108,0
4109,1
4110,1
4111,1
4112,1
4113,1
4114,1
4115,1
4116,0
4117,0
4118,1
4119,1
4120,1
4121,1
4122,1
4123,1
4124,1
4125,1
4126,0
4127,0
4128,0
4129,0
4130,1
4131,1
4132,1
4133,0
4134,1
4135,1
4136,1
4137,0
4138,1
4139,1
4140,1
4141,0
4142,1
4143,1
4144,0
4145,1
4146,0
4147,1
4148,1
4149,1
4150,1
4151,1
4152,1
4153,0
4154,1
4155,1
4156,0
4157,0
4158,0
4159,0
4160,1
4161,1
4162,1
4163,0
4164,1
4165,0
4166,1
4167,0
4168,1
4169,1
4170,1
4171,1
4172,0
4173,1
4174,0
4175,1
4176,0
4177,1
4178,1
4179,1
4180,1
4181,1
4182,1
4183,0
4184,1
4185,0
4186,1
4187,1
4188,1
4189,0
4190,0
4191,0
4192,1
4193,1
4194,1
4195,1
4196,1
4197,1
4198,1
4199,1
4200,1
4201,1
4202,1
4203,1
4204,1
4205,1
4206,1
4207,0
4208,1
4209,1
4210,1
4211,0
4212,0
4213,1
4214,1
4215,1
4216,0
4217,1
4218,1
4219,1
4220,1
4221,1
4222,1
4223,1
4224,1
4225,1
4226,1
4227,1
4228,1
4229,1
4230,1
4231,1
4232,0
4233,1
4234,1
4235,1
4236,0
4237,1
4238,1
4239,1
4240,1
4241,1
4242,1
4243,1
4244,1
4245,1
4246,1
4247,1
4248,1
4249,0
4250,1
4251,1
4252,1
4253,1
4254,1
4255,1
4256,1
4257,1
4258,1
4259,1
4260,0
4261,1
4262,1
4263,1
4264,1
4265,0
4266,1
4267,0
4268,0
4269,1
4270,1
4271,1
4272,1
4273,1
4274,0
4275,1
4276,0
4277,1
4278,1
4279,1
4280,1
4281,1
4282,1
4283,0
4284,0
4285,1
4286,1
4287,1
4288,1
4289,1
4290,1
4291,1
4292,0
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,1
4300,1
4301,1
4302,1
4303,0
4304,0
4305,1
4306,1
4307,1
4308,0
4309,1
4310,1
4311,1
4312,1
4313,1
4314,1
4315,1
4316,1
4317,1
4318,1
4319,0
4320,1
4321,1
4322,1
4323,1
4324,1
4325,1
4326,0
4327,1
4328,1
4329,1
4330,0
4331,1
4332,1
4333,1
4334,0
4335,1
4336,1
4337,0
4338,1
4339,1
4340,0
4341,1
4342,1
4343,0
4344,1
4345,1
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,1
4354,0
4355,1
4356,1
4357,1
4358,0
4359,1
4360,0
4361,1
4362,1
4363,0
4364,1
4365,1
4366,1
4367,1
4368,1
4369,1
4370,1
4371,1
4372,0
4373,1
4374,1
4375,1
4376,1
4377,1
4378,1
4379,1
4380,1
4381,1
4382,1
4383,1
4384,1
4385,0
4386,1
4387,1
4388,1
4389,1
4390,1
4391,1
4392,0
4393,1
4394,1
4395,0
4396,0
4397,1
4398,1
4399,1
4400,1
4401,1
4402,0
4403,1
4404,1
4405,1
4406,1
4407,1
4408,0
4409,0
4410,0
4411,1
4412,1
4413,1
4414,1
4415,1
4416,1
4417,0
4418,1
4419,1
4420,1
4421,0
4422,1
4423,1
4424,0
4425,1
4426,1
4427,1
4428,1
4429,0
4430,0
4431,1
4432,1
4433,1
4434,1
4435,1
4436,1
4437,1
4438,1
4439,1
4440,1
4441,1
4442,0
4443,1
4444,0
4445,1
4446,1
4447,1
4448,1
4449,1
4450,1
4451,0
4452,1
4453,1
4454,0
4455,1
4456,1
4457,1
4458,1
4459,1
4460,1
4461,1
4462,1
4463,1
4464,1
4465,1
4466,0
4467,1
4468,1
4469,1
4470,1
4471,1
4472,1
4473,1
4474,1
4475,1
4476,0
4477,1
4478,1
4479,0
4480,1
4481,1
4482,1
4483,1
4484,1
4485,1
4486,1
4487,0
4488,1
4489,1
4490,1
4491,1
4492,1
4493,1
4494,1
4495,1
4496,1
4497,1
4498,0
4499,1
4500,1
4501,0
4502,1
4503,0
4504,1
4505,1
4506,0
4507,1
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,1
4521,1
4522,0
4523,1
4524,1
4525,1
4526,1
4527,1
4528,0
4529,1
4530,1
4531,1
4532,0
4533,1
4534,1
4535,1
4536,1
4537,1
4538,1
4539,1
4540,1
4541,1
4542,0
4543,0
4544,1
4545,1
4546,1
4547,1
4548,1
4549,1
4550,1
4551,0
4552,1
4553,0
4554,1
4555,1
4556,1
4557,1
4558,1
4559,1
4560,0
4561,1
4562,1
4563,1
4564,0
4565,0
4566,1
4567,0
4568,1
4569,1
4570,1
4571,1
4572,1
4573,1
4574,1
4575,1
4576,1
4577,1
4578,1
4579,1
4580,1
4581,1
4582,1
4583,0
4584,1
4585,1
4586,1
4587,1
4588,1
4589,1
4590,1
4591,1
4592,1
4593,1
4594,0
4595,1
4596,1
4597,0
4598,1
4599,0
4600,1
4601,0
4602,1
4603,1
4604,1
4605,0
4606,0
4607,1
4608,1
4609,1
4610,1
4611,1
4612,1
4613,1
4614,1
4615,1
4616,1
4617,1
4618,0
4619,1
4620,1
4621,1
4622,1
4623,0
4624,0
4625,1
4626,1
4627,0
4628,0
4629,1
4630,0
4631,1
4632,1
4633,0
4634,1
4635,1
4636,1
4637,1
4638,1
4639,0
4640,1
4641,1
4642,1
4643,1
4644,1
4645,0
4646,0
4647,1
4648,1
4649,1
4650,0
4651,1
4652,0
4653,1
4654,1
4655,1
4656,1
4657,1
4658,0
4659,1
4660,0
4661,1
4662,1
4663,1
4664,0
4665,0
4666,0
4667,0
4668,1
4669,1
4670,0
4671,0
4672,1
4673,0
4674,0
4675,1
4676,0
4677,0
4678,0
4679,1
4680,1
4681,0
4682,0
4683,0
4684,0
4685,1
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,1
4693,1
4694,0
4695,0
4696,1
4697,1
4698,0
4699,1
4700,1
4701,0
4702,0
4703,1
4704,0
4705,1
4706,0
4707,0
4708,1
4709,0
4710,0
4711,0
4712,1
4713,0
4714,1
4715,0
4716,1
4717,0
4718,0
4719,1
4720,0
4721,1
4722,0
4723,0
4724,1
4725,1
4726,1
4727,1
4728,0
4729,0
4730,0
4731,1
4732,0
4733,1
4734,1
4735,1
4736,0
4737,1
4738,1
4739,1
4740,0
4741,0
4742,1
4743,1
4744,1
4745,0
4746,0
4747,0
4748,0
4749,1
4750,0
4751,1
4752,0
4753,1
4754,0
4755,1
4756,1
4757,0
4758,1
4759,0
4760,0
4761,1
4762,0
4763,0
4764,1
4765,0
4766,1
4767,1
4768,0
4769,1
4770,0
4771,1
4772,0
4773,0
4774,0
4775,0
4776,0
4777,1
4778,0
4779,0
4780,1
4781,0
4782,0
4783,0
4784,0
4785,1
4786,0
4787,1
4788,0
4789,0
4790,0
4791,1
4792,0
4793,0
4794,0
4795,1
4796,1
4797,0
4798,1
4799,1
4800,0
4801,0
4802,0
4803,1
4804,0
4805,1
4806,1
4807,0
4808,0
4809,0
4810,1
4811,0
4812,1
4813,1
4814,1
4815,0
4816,0
4817,1
4818,0
4819,0
4820,0
4821,1
4822,0
4823,0
4824,0
4825,0
4826,1
4827,1
4828,0
4829,1
4830,0
4831,0
4832,1
4833,0
4834,0
4835,0
4836,1
4837,0
4838,0
4839,0
4840,1
4841,1
4842,0
4843,0
4844,1
4845,1
4846,0
4847,1
4848,1
4849,0
4850,0
4851,0
4852,0
4853,0
4854,0
4855,1
4856,1
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,1
4864,1
4865,1
4866,0
4867,0
4868,0
4869,0
4870,1
4871,1
4872,1
4873,1
4874,1
4875,0
4876,1
4877,1
4878,1
4879,1
4880,1
4881,0
4882,0
4883,1
4884,1
4885,1
4886,1
4887,1
4888,1
4889,1
4890,1
4891,1
4892,1
4893,1
4894,1
4895,1
4896,1
4897,1
4898,1
4899,0
4900,1
4901,1
4902,1
4903,0
4904,0
4905,1
4906,1
4907,1
4908,1
4909,1
4910,1
4911,1
4912,1
4913,1
4914,1
4915,1
4916,1
4917,1
4918,1
4919,1
4920,0
4921,1
4922,1
4923,1
4924,0
4925,1
4926,1
4927,1
4928,0
4929,0
4930,0
4931,1
4932,0
4933,1
4934,1
4935,1
4936,1
4937,1
4938,1
4939,0
4940,1
4941,1
4942,1
4943,0
4944,1
4945,1
4946,0
4947,1
4948,1
4949,0
4950,1
4951,1
4952,1
4953,1
4954,1
4955,1
4956,1
4957,1
4958,1
4959,1
4960,1
4961,1
4962,0
4963,1
4964,1
4965,1
4966,1
4967,1
4968,1
4969,1
4970,1
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,1
4978,0
4979,0
4980,1
4981,0
4982,1
4983,1
4984,0
4985,1
4986,1
4987,1
4988,0
4989,1
4990,0
4991,1
4992,1
4993,1
4994,0
4995,1
4996,1
4997,1
4998,1
4999,0
5000,1
5001,0
5002,1
5003,0
5004,0
5005,1
5006,1
5007,1
5008,1
5009,0
5010,1
5011,1
5012,1
5013,1
5014,1
5015,1
5016,1
5017,1
5018,1
5019,1
5020,1
5021,0
5022,1
5023,1
5024,1
5025,1
5026,0
5027,1
5028,1
5029,1
5030,1
5031,1
5032,1
5033,1
5034,1
5035,1
5036,1
5037,1
5038,0
5039,1
5040,1
5041,1
5042,1
5043,1
5044,1
5045,1
5046,1
5047,1
5048,1
5049,1
5050,1
5051,1
5052,0
5053,1
5054,1
5055,1
5056,1
5057,0
5058,1
5059,1
5060,1
5061,1
5062,1
5063,1
5064,1
5065,0
5066,1
5067,1
5068,1
5069,0
5070,1
5071,1
5072,1
5073,1
5074,1
5075,1
5076,1
5077,1
5078,1
5079,1
5080,1
5081,0
5082,0
5083,0
5084,1
5085,1
5086,1
5087,0
5088,1
5089,1
5090,1
5091,1
5092,1
5093,1
5094,1
5095,0
5096,1
5097,1
5098,1
5099,1
5100,1
5101,0
5102,1
5103,1
5104,1
5105,1
5106,1
5107,0
5108,1
5109,1
5110,1
5111,1
5112,1
5113,0
5114,1
5115,1
5116,1
5117,0
5118,0
5119,0
5120,1
5121,0
5122,0
5123,1
5124,1
5125,0
5126,1
5127,1
5128,1
5129,1
5130,1
5131,1
5132,0
5133,1
5134,1
5135,0
5136,1
5137,1
5138,1
5139,1
5140,1
5141,0
5142,0
5143,1
5144,1
5145,1
5146,1
5147,1
5148,1
5149,1
5150,0
5151,1
5152,0
5153,1
5154,0
5155,0
5156,1
5157,1
5158,1
5159,0
5160,0
5161,0
5162,0
5163,0
5164,1
5165,0
5166,1
5167,0
5168,1
5169,1
5170,1
5171,1
5172,1
5173,1
5174,1
5175,0
5176,1
5177,1
5178,0
5179,1
5180,1
5181,1
5182,1
5183,1
5184,1
5185,1
5186,0
5187,0
5188,0
5189,1
5190,1
5191,0
5192,1
5193,0
5194,1
5195,1
5196,1
5197,1
5198,0
5199,0
5200,0
5201,0
5202,1
5203,0
5204,1
5205,1
5206,0
5207,0
5208,0
5209,1
5210,1
5211,1
5212,1
5213,0
5214,0
5215,1
5216,1
5217,0
5218,0
5219,1
5220,1
5221,0
5222,1
5223,0
5224,1
5225,1
5226,1
5227,1
5228,1
5229,1
5230,1
5231,1
5232,0
5233,1
5234,1
5235,1
5236,1
5237,1
5238,1
5239,1
5240,1
5241,1
5242,0
5243,1
5244,0
5245,1
5246,0
5247,0
5248,0
5249,1
5250,0
5251,0
5252,1
5253,1
5254,1
5255,1
5256,0
5257,1
5258,0
5259,0
5260,0
5261,1
5262,1
5263,1
5264,0
5265,1
5266,1
5267,0
5268,0
5269,1
5270,1
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,0
5278,1
5279,1
5280,1
5281,0
5282,1
5283,1
5284,1
5285,1
5286,1
5287,1
5288,1
5289,0
5290,1
5291,1
5292,1
5293,1
5294,0
5295,0
5296,1
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,1
5306,1
5307,0
5308,1
5309,1
5310,1
5311,0
5312,0
5313,1
5314,1
5315,1
5316,0
5317,1
5318,1
5319,1
5320,0
5321,1
5322,1
5323,1
5324,1
5325,1
5326,1
5327,1
5328,1
5329,0
5330,0
5331,1
5332,1
5333,1
5334,1
5335,1
5336,1
5337,1
5338,0
5339,1
5340,0
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,1
5348,0
5349,1
5350,1
5351,1
5352,0
5353,1
5354,1
5355,0
5356,0
5357,0
5358,0
5359,0
5360,1
5361,1
5362,1
5363,0
5364,1
5365,1
5366,1
5367,0
5368,1
5369,1
5370,1
5371,0
5372,1
5373,1
5374,1
5375,1
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,1
5384,1
5385,1
5386,1
5387,1
5388,1
5389,0
5390,1
5391,1
5392,1
5393,0
5394,0
5395,1
5396,1
5397,1
5398,1
5399,1
5400,1
5401,1
5402,1
5403,1
5404,1
5405,0
5406,1
5407,1
5408,1
5409,1
5410,1
5411,0
5412,0
5413,1
5414,1
5415,1
5416,0
5417,1
5418,0
5419,1
5420,1
5421,1
5422,1
5423,1
5424,0
5425,1
5426,1
5427,1
5428,0
5429,1
5430,1
5431,1
5432,1
5433,1
5434,1
5435,1
5436,1
5437,1
5438,0
5439,1
5440,0
5441,1
5442,1
5443,1
5444,1
5445,1
5446,1
5447,1
5448,1
5449,1
5450,1
5451,0
5452,1
5453,1
5454,1
5455,0
5456,1
5457,0
5458,0
5459,1
5460,1
5461,1
5462,1
5463,1
5464,1
5465,0
5466,1
5467,0
5468,1
5469,1
5470,1
5471,1
5472,1
5473,1
5474,0
5475,1
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,1
5483,1
5484,1
5485,1
5486,1
5487,1
5488,0
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,0
5496,1
5497,1
5498,1
5499,1
5500,1
5501,1
5502,1
5503,1
5504,1
5505,1
5506,0
5507,1
5508,1
5509,0
5510,1
5511,1
5512,0
5513,0
5514,1
5515,1
5516,1
5517,1
5518,1
5519,1
5520,0
5521,1
5522,1
5523,1
5524,1
5525,0
5526,1
5527,1
5528,1
5529,0
5530,0
5531,1
5532,0
5533,1
5534,1
5535,1
5536,1
5537,1
5538,0
5539,0
5540,0
5541,1
5542,0
5543,1
5544,1
5545,1
5546,1
5547,1
5548,1
5549,1
5550,1
5551,1
5552,1
5553,1
5554,1
5555,1
5556,1
5557,1
5558,1
5559,1
5560,1
5561,1
5562,0
5563,1
5564,1
5565,1
5566,1
5567,1
5568,1
5569,1
5570,1
5571,1
5572,0
5573,0
5574,1
5575,1
5576,1
5577,1
5578,0
5579,1
5580,0
5581,1
5582,1
5583,1
5584,1
5585,0
5586,0
5587,1
5588,1
5589,1
5590,1
5591,1
5592,1
5593,0
5594,1
5595,0
5596,1
5597,1
5598,1
5599,0
5600,1
5601,1
5602,1
5603,1
5604,0
5605,1
5606,1
5607,1
5608,1
5609,1
5610,1
5611,1
5612,0
5613,1
5614,1
5615,1
5616,1
5617,1
5618,1
5619,0
5620,0
5621,1
5622,1
5623,1
5624,0
5625,0
5626,0
5627,0
5628,1
5629,0
5630,1
5631,1
5632,1
5633,1
5634,1
5635,1
5636,1
5637,1
5638,0
5639,0
5640,1
5641,0
5642,1
5643,1
5644,1
5645,1
5646,0
5647,1
5648,1
5649,1
5650,1
5651,1
5652,1
5653,0
5654,1
5655,1
5656,1
5657,1
5658,1
5659,1
5660,0
5661,1
5662,1
5663,1
5664,0
5665,1
5666,0
5667,1
5668,1
5669,1
5670,1
5671,1
5672,0
5673,1
5674,1
5675,1
5676,1
5677,0
5678,0
5679,1
5680,1
5681,1
5682,1
5683,1
5684,1
5685,1
5686,0
5687,1
5688,0
5689,1
5690,1
5691,1
5692,0
5693,1
5694,0
5695,0
5696,1
5697,0
5698,0
5699,1
5700,0
5701,0
5702,0
5703,1
5704,1
5705,1
5706,1
5707,1
5708,0
5709,0
5710,1
5711,1
5712,1
5713,1
5714,1
5715,0
5716,1
5717,1
5718,1
5719,1
5720,1
5721,1
5722,1
5723,0
5724,1
5725,1
5726,1
5727,1
5728,1
5729,1
5730,1
5731,1
5732,1
5733,1
5734,1
5735,1
5736,1
5737,1
5738,1
5739,1
5740,1
5741,1
5742,1
5743,1
5744,1
5745,1
5746,1
5747,1
5748,1
5749,1
5750,1
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,0
5758,1
5759,1
5760,0
5761,1
5762,1
5763,1
5764,0
5765,0
5766,1
5767,1
5768,0
5769,1
5770,1
5771,1
5772,1
5773,1
5774,1
5775,1
5776,1
5777,1
5778,1
5779,1
5780,0
5781,1
5782,1
5783,1
5784,1
5785,1
5786,1
5787,1
5788,0
5789,1
5790,1
5791,1
5792,0
5793,1
5794,1
5795,1
